Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
701,1.0,0.33009999990463257,"use, land, area, landscape, spatial, result, urban, model, method, development","Finding sustainable ways to increase the amount of private land protected for biodiversity is challenging for many conservation organizations. In some countries, organizations use revolving-fund programs, whereby land is purchased and then sold to conservation-minded owners under condition they enter into a conservation covenant or easement. The sale proceeds are used to purchase, protect, and sell additional properties, incrementally increasing the amount of protected private land. Because the effectiveness of this approach relies on selecting appropriate properties, we explored factors currently considered by practitioners and how these are integrated into decision making. We conducted exploratory, semistructured interviews with managers from each of the 5 major revolving funds in Australia. Responses indicated although conservation factors are important, financial and social factors are also highly influential. A major determinant was whether the property could be resold within a reasonable period at a price that replenishes the fund. To facilitate resale, often selected properties include the potential for the construction of a dwelling. Practitioners face with clear trade-offs between conservation, financial, amenity, and other factors in selecting properties and 3 main challenges: recovering the costs of acquisition, protection, and resale; reselling the property; and meeting conservation goals. Our findings suggest the complexity of these decisions may constrain revolving-fund effectiveness. Drawing from participant responses, we identified potential strategies to mitigate these risks, such as providing adequate recreational space without jeopardizing ecological assets. We suggest managers could benefit from a shared-learning and adaptive approach to property selection given the commonalities between programs. Understanding how practitioners deal with complex decisions in the implementation of revolving funds helps identify future research to improve the performance of this conservation tool."
702,3.0,0.5069000124931335,"area, management, protect, fish, marine, biodiversity, impact, ecosystem, use, identify","An overarching challenge of natural resource management and biodiversity conservation is that relationships between people and nature are difficult to integrate into tools that can effectively guide decision making. Social-ecological vulnerability offers a valuable framework for identifying and understanding important social-ecological linkages, and the implications of dependencies and other feedback loops in the system. Unfortunately, its implementation at local scales has hitherto been limited due at least in part to the lack of operational tools for spatial representation of social-ecological vulnerability. We developed a method to map social-ecological vulnerability based on information on human-nature dependencies and ecosystem services at local scales. We applied our method to the small-scale fishery of Moorea, French Polynesia, by combining spatially explicit indicators of exposure, sensitivity, and adaptive capacity of both the resource (i.e., vulnerability of reef fish assemblages to fishing) and resource users (i.e., vulnerability of fishing households to the loss of fishing opportunity). Our results revealed that both social and ecological vulnerabilities varied considerably through space and highlighted areas where sources of vulnerability were high for both social and ecological subsystems (i.e., social-ecological vulnerability hotspots) and thus of high priority for management intervention. Our approach can be used to inform decisions about where biodiversity conservation strategies are likely to be more effective and how social impacts from policy decisions can be minimized. It provides a new perspective on human-nature linkages that can help guide sustainability management at local scales; delivers insights distinct from those provided by emphasis on a single vulnerability component (e.g., exposure); and demonstrates the feasibility and value of operationalizing the social-ecological vulnerability framework for policy, planning, and participatory management decisions."
703,2.0,0.9182000160217285,"specie, habitat, population, use, area, distribution, study, high, model, species","Although some taxa are increasing in number due to active management and predator control, the overall number of kiwi (Apteryx spp.) is declining. Kiwi are cryptic and rare, meaning current monitoring tools, such as call counts, radio telemetry, and surveys using detection dogs are labor-intensive, yield small datasets, and require substantial resources or provide inaccurate estimates of population sizes. A noninvasive genetic approach could help the conservation effort. We optimized a panel of 23 genetic markers (22 autosomal microsatellite loci and an allosomal marker) to discriminate between all species of kiwi and major lineages within species, while simultaneously determining sex. Markers successfully amplified from both fecal and shed feather DNA samples collected in captivity. We found that DNA extraction was more efficient from shed feathers, but DNA quality was greater with feces, although this was sampling dependent. Our microsatellite panel was able to distinguish between contemporary kiwi populations and lineages and provided PI values in the range of 4.3x10(-5) to 2.0x10(-19), which in some cases were sufficient for individualization and mark-recapture studies. As such, we have tested a wide-reaching, noninvasive molecular approach that will improve conservation management by providing better parameter estimates associated with population ecology and demographics such as abundance, growth rates, and genetic diversity."
704,6.0,0.5067999958992004,"research, social, management, biodiversity, system, approach, study, scale, use, provide","Aim: Many important patterns and processes vary across the phylogeny and depend on phylogenetic scale. Nonetheless, phylogenetic scale has never been formally conceptualized, and its potential remains largely unexplored. Here, we formalize the concept of phylogenetic scale, review how phylogenetic scale has been considered across multiple fields and provide practical guidelines for the use of phylogenetic scale to address a range of biological questions. Innovation: We summarize how phylogenetic scale has been treated in macroevolution, community ecology, biogeography and macroecology, illustrating how it can inform, and possibly resolve, some of the longstanding controversies in these fields. To promote the concept empirically, we define phylogenetic grain and extent, scale dependence, scaling and the domains of phylogenetic scale. We illustrate how existing phylogenetic data and statistical tools can be used to investigate the effects of scale on a variety of well-known patterns and processes, including diversification rates, community structure, niche conservatism or species-abundance distributions. Main conclusions: Explicit consideration of phylogenetic scale can provide new and more complete insight into many longstanding questions across multiple fields (macroevolution, community ecology, biogeography and macroecology). Building on the existing resources and isolated efforts across fields, future research centred on phylogenetic scale might enrich our understanding of the processes that together, but over different scales, shape the diversity of life."
705,6.0,0.34369999170303345,"research, social, management, biodiversity, system, approach, study, scale, use, provide","The Tropics are global centers of biodiversity. Ecological and land use gradients play a major role in the origin and maintenance of this diversity, yet a comprehensive synthesis of the corresponding large body of literature is still missing. We searched all ISI-listed journals for tropical gradient studies. From the resulting 1023 studies, we extracted study-specific information, and analyzed it using descriptive analytical tools and GLMs. Our results reveal that dry tropical areas are vastly understudied compared to their humid counterparts. The same holds true for large parts of Africa, but also the Philippines and the South Asian region. However, we also found that (applied) research output of developing tropical countries is nowadays on par with the output of developed countries. Vegetation and elevation were the most studied response variable and gradient, respectively. By contrast, inconspicous organisms such as oribatid mites and edaphic gradients were largely missing in the literature. Regarding biodiversity, tropical gradient studies dealt extensively with species richness and ecosystem diversity, but much less with genetic diversity. We encourage a wider use of modern statistical learning tools such as non-linear (spatio-temporal) regression and classification techniques, and simulations. Finally, we would embrace an even further development of synergies between applied and basic research and between researchers based in developed and in tropical countries."
706,6.0,0.5608000159263611,"research, social, management, biodiversity, system, approach, study, scale, use, provide","The success of protected areas as a management tool for biodiversity conservation remains as a challenge, and broader approaches for protected area management have been proposed. Considering biodiversity conservation as an issue of the commons and within the realm of social-ecological systems is a promising alternative. In Brazil protected areas are under a State management regime, ruled by the National System of Conservation Units. The Ecological Station of Guaraquecaba (ESG) is a no-take protected area located in the Paranagua Estuarine Complex, surrounded by traditional communities. In this article, Ostrom's design principles were adapted to assess the institutional dynamics of this protected area management, during two periods. Research methods included semi-structured interviews, participant observation and document analysis. During the first period, management actions were oriented to prevent the conversion of forest areas into anthropic occupations. The second period originated in 2000 with the creation of the National System of Conservation Units, which established more precise management tools and mechanisms for participatory decision making. In both periods there was low fulfillment of Ostrom's principles. The main changes over time were the creation of the ESG management council as a conflict-resolution mechanism, and an increase in the recognition of the rights of local communities. Yet, only three of the eight principles are totally present in the current institutional arrangement (well-defined boundaries, conflict-resolution mechanisms, and minimal recognition of rights). The results suggest a not robust institutional arrangement in terms of commons sustainable management."
707,2.0,0.46720001101493835,"specie, habitat, population, use, area, distribution, study, high, model, species","High levels of human activity have affected the quality and usability of the natural landscape, leading to habitat degradation, loss of connectivity between sites, and reduced chances of long-term survival for individual species. In line with conservation policy, ecological restoration practitioners try to improve degraded sites by means of reestablishing species lost from these sites, thereby returning ecological functionality and maintaining biological diversity. It may appear difficult to integrate the long-term potential impacts of climate change within restoration strategies. However, more refined climate projections and species distribution models provide us with better understanding of likely scenarios, enabling us to consider future proofing as an integral part of the design of restoration sites, aiding plant conservation. We believe that it is possible to go one step further with a closer integration of restoration and conservation objectives. We introduce the novel concepts of protorefuges and protorefugiarestoration sites that threatened species can be translocated to, where the restoration design can be specifically adapted to help reduce the decline of threatened species at the leading and trailing edges (respectively) of bioclimatic envelope shifts. This is particularly relevant for nuclear decommissioning sites, which may be free from human activity for decades to centuries."
708,5.0,0.5353999733924866,"knowledge, local, wildlife, community, ecology, human, political, nature, indigenous, people","Power plays a key role in definitions of political ecology. Likewise, empirical studies within this field tend to provide detailed presentations of various uses of power, involving corporate and conservation interventions influencing access to land and natural resources. The results include struggle and conflict. Yet, there is a lack of theoretical elaboration showing how power may be understood in political ecology. In this article, we start to fill this gap by reviewing the different theoretical perspectives on power that have dominated this field. There are combinations of influences, two of them being actor-oriented and neo-Marxist approaches used from the 1980s. Typically, case studies are presented of environmental interventions by a broad range of actors at various scales from the local to the global. The focus has been on processes involving actors behind these interventions, as well as the outcomes for different social groups. Over the last two decades, in political ecology we have increasingly seen a move in power perspectives towards poststructuralist thinking about discursive power, inspired by Foucault. Today, the three approaches (actor-oriented, neo-Marxist and Foucauldian) and their combinations form a synergy of power perspectives that provide a set of rich and nuanced insights into how power is manifested in environmental conflicts and governance. We argue that combining power perspectives is one of political ecology's strengths, which should be nurtured through a continuous examination of a broad spectrum of social science theories on power."
709,2.0,0.6342999935150146,"specie, habitat, population, use, area, distribution, study, high, model, species","Spring-wells (lowland springs, fontanili) are elements of Po Plain (Northern Italy) with ecological and historical importance. There, spring-water flows naturally and rises to the surface at a relatively constant temperature, generating unique ecosystems dependent on the groundwater outflow. Despite their importance, they are endangered by degradation processes as the expansion of urban areas and/or the intensification of agriculture, very marked in Po Plain. This research describes four spring-wells of Po Plain from a botanical and ecological perspective through phytosociological releves and different ecological indexes. Water chemical-physical features are also considered (pH, temperature and ammonium ion, nitrite, nitrate, orthophosphate, chloride and organic matters contents). Plant communities of the spring-well beds show a low number of species (5.8 +/- 2.9) but also no exotic species while the vegetation of the banks has a high number of species (32.4 +/- 9.8) but several of them are exotic/ornamental. The low value of the Ecological Index of Maturity of the vegetation of the banks (EIM = 4.4 +/- 1.5) indicate disturbances, however moderate compared to the surrounding corn fields (EIM similar to 0). All the water samples has high ammonium content (> 0.50 ppm), the water of the spring-well B results the most polluted and both algae and Callitriche obtusangula (rare native species) grow largely in it, while spring-well C has less phosphates and more nitrite and is marked by Equisetum telmateia. Management proposals to protect and enhance the studied spring-wells, as the gradual removal of exotic species and the planting of native species, are discussed."
710,2.0,0.9854000210762024,"specie, habitat, population, use, area, distribution, study, high, model, species","In the European Union, all bat species are strictly protected and member states must ensure their conservation. However, if populations are genetically structured, conservation units that correspond to whole countries may be too large, putting small populations with specific conservation requirements at risk. Geoffroy's bat (Myotis emarginatus) has undergone well-documented declines at its north-western European range edge between the 1960 and 1990s and is considered to be negatively affected by habitat fragmentation. Here we analysed the species' genetic population structure and diversity to identify subpopulations with reduced genetic diversity and to scientifically inform conservation management. We generated 811 microsatellite-based genetic profiles obtained from 42 European nursery colonies and analysed a total of 932 sequences of the hypervariable region II of the mitochondrial control region sampled from across Europe. While two geographically widespread genetic populations were inferred to be present in north-western Europe, both nuclear and mitochondrial genetic diversity were lowest in the areas that had experienced a decline during the last century. A microsatellite-based analysis of demographic history did not permit, however, to unequivocally link that reduced genetic diversity to the population contraction event. Given the large geographic extent of the genetic populations, preserving the connectivity of mating sites requires concerted conservation efforts across multiple political jurisdictions. Genetic monitoring ought to be done on a regular basis to ensure that large-scale connectivity is maintained and further loss of genetic diversity is prevented."
711,0.0,0.7131999731063843,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","Grassland has always had a difficult economic-ecological relationship, as coordination between its ecological conservation and the sustainable development of animal husbandry is required. Nature-based Solutions (NbS), who make full use of the natural ecosystem services, have successfully solved some economic-ecological issues, but still have unclear implementation prospects for grassland management. The Xilin Gol grassland is one of the most typical pastoral areas in China; there is a village chief named Bateer, who has already used NbS for grassland management. To confirm whether the solutions employed by Bateer have been effective for both increasing economic profits and protecting grassland ecosystem, we interviewed him, and many other herdsmen, using questionnaires about their livelihood. Based on these questionnaires, we calculated and compared their income-cost ratios. Meanwhile, we analyzed the NDVI variations inside their rangelands through high-resolution remote sensing images. The results showed that the herdsmen in Bateer's village had a much higher disposable income and income-cost ratio than others, and their rangelands also had a higher value and a more obvious increasing trend of NDVI. Bateer's success proves that the NbS can also play a positive role in grassland management, which can provide a valuable guidance for economic-ecological coordination in pastoral areas."
712,5.0,0.9941999912261963,"knowledge, local, wildlife, community, ecology, human, political, nature, indigenous, people","Indigenous communities have often been marginalized in the sciences through research approaches that are not inclusive of their cultures and histories. The term traditional ecological knowledge (TEK) has entered the discourse in wildlife management and conservation; however, there can be challenges in cross-cultural communication and conceptualizations of TEK when working between Western and Indigenous paradigms. Indigenous research methodologies (IRM) is an area of scholarship intended to build ethically and culturally appropriate ways to conduct research with Indigenous communities. I implemented 7 tenets of IRM in research to explore the conceptualization of TEK and wildlife management with the Yurok Tribe of California, USA. After conducting semi-structured interviews with 20 Yurok community members from 2011 to 2013, I conducted emergent analysis and present 5 themes from the interviews related to phases of time, the conceptualization of Yurok TEK, and views on wildlife management through the Yurok cultural lens. This research may be helpful to wildlife biologists, students, academics, and others who are interested in IRM and culturally sensitive wildlife research with Indigenous communities. By bridging concepts from Indigenous studies, wildlife management, and human dimensions of wildlife, this work may serve as a nascent trajectory that creates more inclusive space for Indigenous peoples and worldviews in The Wildlife Society and other scientific disciplines."
713,4.0,0.4742000102996826,"human, increase, study, factor, may, wildlife, ecology, population, management, behavior","Complex ecological interactions are widely utilized to deliver conservation benefits but their efficacy is often debated. Using a coral reef trophic cascade as an example, we reveal that outcomes can be surprisingly difficult to detect. Even important impacts of marine reserves can go undetected (20% more coral with power < 0.5). This evidentiary challenge is compounded by misinterpretation of nonsignificant results as evidence of failed conservation practice. We illustrate a more appropriate analytical approach using a Bayesian Region of Practical Equivalence (ROPE) whereby many tests of conservation practice would be interpreted correctly as undecided rather than negative. Practitioners working with ecological cascades will increasingly be faced with undecided evidence of conservation benefits. Since one solution is to consider a wider diversity of evidence, we provide a hierarchy of evidentiary quality. In this way, even reductionist evidence of the component ecological interactions can be utilized, which is far easier to collect and evaluate."
714,6.0,0.39399999380111694,"research, social, management, biodiversity, system, approach, study, scale, use, provide","The chronological development of a central government agency, the New Zealand Department of Conservation (DOC), in response to changes in government policy is examined against patterns of gender participation. We use interdisciplinary social-ecological systems theory to examine relationships between the DOC institutional system and its patterns of gender participation. Factors examined include external drivers and internal response mechanisms over time at individual, organisational and external scales. A thematic analysis of DOC's online corporate literature is used to collect data regarding six organisational themes: leadership, finance, structure, strategy, legislation, and management. The thematic data, synthesised into a timeline, are then assessed against the corresponding political backdrop (1987-2019). DOC's history is characterised by repeated disruption and these events are associated with different response patterns at different levels across the entire workforce. Gender equity gains within lower ranks are not mirrored at higher ranks and both glass ceiling and glass cliff patterns are evident. Prior to policy intervention, larger female representation rates are associated with smaller pay gaps in leadership ranks. Stratification within occupation types limits pay gains at lower ranks. Changes in the organisation's core business affect male and female representation in the workforce differently."
715,2.0,0.7246999740600586,"specie, habitat, population, use, area, distribution, study, high, model, species","The ongoing biodiversity decline across taxonomic groups, including insects, is tightly related to land-use changes and habitat degradation. To assess habitat quality, proper bioindicators that allow efficient monitoring of temporal changes in habitat properties and help to understand the role of anthropogenic activities in shaping habitat characteristics, are needed. Orthopterans have been previously proposed as promising bioindicators for grassland ecosystems; however, comprehensive quantitative information on their habitat preferences is lacking, which hinders full utilization of their bioindication potential. In this study, we surveyed orthopteran assemblages and quantified local environmental conditions at 476 grassland sites in Central Europe. To model orthopteran habitat preferences, the Maxent approach was employed, which allowed us to detect continuous species responses to particular habitat characteristics (moisture, vegetation cover, vegetation height, average seasonal temperature, and direct radiation). We calculated ecological niche indices describing niche widths, species optima, and the relative importance of particular environmental variables for a total of 38 analysed species. Evaluation of final Maxent models showed that their predictive power was high for the great majority of investigated species. Red-listed species had significantly narrower niches compared to unlisted orthopterans. In addition, application of the developed quantitative ecological niche indices for ecological and conservation studies was demonstrated on an independent, previously published dataset. The development of quantitative ecological niche indices coupled with the existing time- and cost-effective survey methods, also allowing adoption of citizen science approaches, makes orthopterans an optimal model insect group for assessment of grassland condition and conservation."
716,0.0,0.5340999960899353,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","Cities nowadays are the most significant source of environmental degradation threatening local and global ecosystems. Interestingly, many ancient settlements present excellent lessons and inspiration for addressing our current urban predicaments, given their environmental stewardship. This research explores how the ecologically embedded settlement patterns, building configurations, urban agriculture and home gardening, and water conservation of the Maya-built environment can offer insights about mitigating contemporary urban sustainability challenges. Mayans' respect for nature not only guaranteed sustainable habitats but also engendered one of the most remarkable civilizations in a region that did not offer generous support for human accommodation. The Mayan world view promoted the idea of one spirit dwelling in all humans and other-than-human entities in an environment, making everything sacred and kin to everything else. The regional climate was kept under control by protecting the vegetation that also provided other ecological benefits. Land use was mixed, and residences were constructed with native and recyclable materials utilizing natural light and ventilation. The Mayan civilization inspires us to manage and protect plants, not cut them down; conserve water, not waste it; listen to the environmental feedback, not reject it; and, most importantly, it begs us to embrace nature as our own mother, not disown it as something dispensable. These principles have significant implications on urban land-use planning and policies today."
717,6.0,0.48559999465942383,"research, social, management, biodiversity, system, approach, study, scale, use, provide","We provide an overview of the use of species distribution modeling to address research questions related to parrot ecology and conservation at a global scale. We conducted a literature search and applied filters to select the 82 most relevant studies to discuss. The study of parrot species distribution has increased steadily in the past 30 years, with methods and computing development maturing and facilitating their application for a wide range of research and applied questions. Conservation topics was the most popular topic (37%), followed by ecology (34%) and invasion ecology (20%). The role of abiotic factors explaining parrot distribution is the most frequent ecological application. The high prevalence of studies supporting on-ground conservation problems is a remarkable example of reduction in the research-action gap. Prediction of invasion risk and assessment of invasion effect were more prevalent than examples evaluating the environmental or economic impact of these invasions. The integration of species distribution models with other tools in the decision-making process and other data (e.g., landscape metrics, genetic, behavior) could even further expand the range of applications and provide a more nuanced understanding of how parrot species are responding to their even more changing landscape and threats."
718,2.0,0.9538000226020813,"specie, habitat, population, use, area, distribution, study, high, model, species","Bats provide important ecosystem services but face severe threats due to land and climate changes. Although bats are an important component of mammal diversity in Iran, the ecology of many species remains virtually unstudied in the country. Here we applied the maximum entropy approach to model habitat suitability of bat species in Iran, identify the most important variables for their distribution, predict high priority areas for field monitoring and conservation, and estimate the coverage of the bat species' suitable habitats by the existing protected areas. We created a richness map for the twelve species to identify high priority areas for field monitoring and conservation. The results of species distribution modeling showed that Pipistrellus kuhlii (828,977.2 km(2)) and Miniopterus pallidus (646,581.9 km(2)) had the largest distribution ranges and Rhinopoma microphyllum (211,202.7 km(2)) and Rousettus aegyptiacus (218,278.6 km(2)) had the smallest distribution ranges in Iran. By averaging the importance of each ecological variable across the 12 species, we found that distance to forests (with a negative association) is the most important ecological driver of bat distribution in Iran. The Zagros Mountains were identified as a hotspot of bats based on the distribution of the 12 species. Our findings showed that small proportions of each species suitable habitats were covered by protected areas and protected suitable habitats varied from 3.2%for Pipistrellus kuhlii to15.9% for Tadarida teniotis. This study highlights the importance of forests for bat conservation showing that forest conservation is a high priority in the country. Areas which have the highest richness should be prioritized for field monitoring and conservation."
719,1.0,0.6031000018119812,"use, land, area, landscape, spatial, result, urban, model, method, development","According to the national railway network construction plan, Investment in railways has increased due to the need for environmentally friendly transportation, and the rail network is expanding throughout South Korea. Railway projects should be evaluated using strategic environmental impact assessments. In the Guidelines for the Construction of Environment-friendly Railways, seven priority headings that must be considered for railway projects are described. This guide notes that qualitative evaluation must be conducted during the survey process to reasonably predict impacts on the environment. However, quantitative evaluation with specific indicator values may also be necessary. In this study, independence analysis and logistic regression analysis were used to quantitatively evaluate railway environmental and ecological indicators. The results were used to develop a regression model reflecting seven indicators; biodiversity class, ecosystem type, vegetation conservation class, tree age class, ecological naturalness, presence of river ecosystems, and fragmented patch size. The fitness regression model showed 90.3% classification accuracy and the receiver operating curve (ROC) model fit was 88.6%. An environmental quality assessment map was prepared by classifying areas of environmental quality according to five grades. This is the first model for environmental and ecological evaluation of railway projects. Evaluation using the map showed that the railroad passes through areas with lower protection values compared to the results obtained using the national environmental evaluation map. Kappa analysis showed a low level of agreement between the two maps (kappa coefficient = 0.212). The results of this study can be applied to railway development project sites and may help to identify the best sites for the development of an environmentally friendly railway system."
720,2.0,0.5123000144958496,"specie, habitat, population, use, area, distribution, study, high, model, species","Parrots (Psittaciformes) are a well-studied, diverse group of birds distributed mainly in tropical and subtropical regions. Today, one-third of their species face extinction, mainly due to anthropogenic threats. Emerging tools in genetics have made major contributions to understanding basic and applied aspects of parrot biology in the wild and in captivity. In this review, we show how genetic methods have transformed the study of parrots by summarising important milestones in the advances of genetics and their implementations in research on parrots. We describe how genetics helped to further knowledge in specific research fields with a wide array of examples from the literature that address the conservation significance of (1) deeper phylogeny and historical biogeography; (2) species- and genus-level systematics and taxonomy; (3) conservation genetics and genomics; (4) behavioural ecology; (5) molecular ecology and landscape genetics; and (6) museomics and historical DNA. Finally, we highlight knowledge gaps to inform future genomic research on parrots. Our review shows that the application of genetic techniques to the study of parrot biology has far-reaching implications for addressing diverse research aims in a highly threatened and charismatic clade of birds."
721,0.0,0.2754000127315521,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","As water-stressed areas are expanding worldwide due to climate change, water conservation has become an important tool for managing water resources in drought contexts. Within a political ecology framework, our research questions the success story of water conservation. To do so, we conducted a quantitative textual analysis of 520 daily local press articles dealing with drought and water issues in Phoenix and Tucson (Arizona, USA). Using two open-access lexicometric software, our analysis traces the rise of the water conservation narrative in the press. Our results show how newspapers can become an instrument of public policies to work towards their social acceptance. Moreover, water conservation is framed as a consensual tool. It reassures that threats associated with water scarcity will be successfully managed to sustain urban growth in arid regions. In this sense, water conservation operates following a logic of fix, in line with the successive hydrosocial fixes that helped the development of arid lands and does not question inherited power structures in water management."
722,3.0,0.6791999936103821,"area, management, protect, fish, marine, biodiversity, impact, ecosystem, use, identify","Developing effective targets for conservation remains a topic of global debate. Ambitious targets for 50% or more of the Earth's land surface have been proposed, yet balancing human needs with area-based conservation measures remains challenging. Current global conservation targets focus on biodiversity conservation, ignoring ecosystem services and vulnerabilities. Using China's ecological conservation redline as a basis, here we put forward a framework that combines ecosystem services, ecological sensitivity, and biodiversity indicators (including 10,311 species) to determine ecological priorities across Mainland Southeast Asia (M-SEA). We find that, based on the redline 15.8% of the M-SEA's land would cover all overlaps between biodiversity, service provision, and sensitivity hotspots, and much is already protected. Following this, 32.9% would cover all areas with at least hotspots for two priority facets, and 51% for all priorities. These targets are in line with those proposed in the post-2020 global biodiversity framework to maximize effectiveness of proposed targets."
723,2.0,0.5037000179290771,"specie, habitat, population, use, area, distribution, study, high, model, species","In multifunctional landscapes, diverse communities of flying vertebrate predators provide vital services of insect pest control. In such landscapes, conservation biocontrol should benefit service-providing species to enhance the flow, stability and resilience of pest control services supporting the production of food and fiber. However, this would require identifying key service providers, which may be challenging when multiple predators interact with multiple pests. Here we provide a framework to identify the functional role of individual species to pest control in multifunctional landscapes. First, we used DNA metabarcoding to provide detailed data on pest species predation by diverse predator communities. Then, these data were fed into an extensive network analysis, in which information relevant for conservation biocontrol is gained from parameters describing network structure (e.g., modularity) and species roles in such network (e.g., centrality, specialization). We applied our framework to a Mediterranean landscape, where 19 bat species were found to feed on 132 insect pest species. Metabarcoding data revealed potentially important bats that consumed insect pest species in high frequency and/or diversity. Network analysis showed a modular structure, indicating sets of bat species that are required to regulate specific sets of insect pests. A few generalist bats had particularly important roles, either at network or module levels. Extinction simulations highlighted six bats, including species of conservation concern, which were sufficient to ensure that over three-quarters of the pest species had at least one bat predator. Combining DNA metabarcoding and ecological network analysis provides a valuable framework to identify individual species within diverse predator communities that might have a disproportionate contribution to pest control services in multifunctional landscapes. These species can be regarded as candidate targets for conservation biocontrol, although additional information is needed to evaluate their actual effectiveness in pest regulation."
724,0.0,0.6229000091552734,"forest, use, biodiversity, study, ecosystem, water, restoration, landscape, change, management","India is a sub-continent with different physiography, climate, and agro-ecology. This variability supports changes in rainfall and water resources across the country. Due to various developmental activities such as agriculture, industry, and services, the ever-increasing demand for surface water and groundwater resources is declining at an alarming rate. However, in India, water management and conservation projects occur in a clustered and irrational manner, often at the discretion of individuals or democratic organizations. This has prompted the country to re-examine and reevaluate the National Water Policy strategies and adopt artificial recharge of aquifers elongated with natural solutions. Given this background, this paper accentuates the necessity for a rigorous and integrated effort to decentralize water conservation and management activities by reestablishing the antiquity of conservation practices for natural resources in India. In addition, the present paper attempts to understand how changes in behavioral practices related to water have affected water availability through making synergies between surface water, groundwater, and energy to achieve water efficiency and accessibility in the long run. Specific policies, planning, and program level interventions in different water conservation practices are discussed to address the study's objective. Also, the role of climate variability on the spatio-temporal deviations in input (water) management of agriculture and domestic use in light of the existing discord between technology and policy is reviewed."
725,2.0,0.6161999702453613,"specie, habitat, population, use, area, distribution, study, high, model, species","As the most remote archipelago in the world, the Hawaiian Islands are home to a highly endemic and disharmonic biota that has fascinated biologists for centuries. Forests are the dominant terrestrial biome in Hawai'i, spanning complex, heterogeneous climates across substrates that vary tremendously in age, soil structure, and nutrient availability. Species richness is low in Hawaiian forests compared to other tropical forests, as a consequence of dispersal limitation from continents and adaptive radiations in only some lineages, and forests are dominated by the widespread Metrosideros species complex. Low species richness provides a relatively tractable model system for studies of community assembly, local adaptation, and species interactions. Moreover, Hawaiian forests provide insights into predicted patterns of evolution on islands, revealing that while some evidence supports island syndromes, there are exceptions to them all. For example, Hawaiian plants are not as a whole less defended against herbivores, less dispersible, more conservative in resource use, or more slowgrowing than their continental relatives. Clearly, more work is needed to understand the drivers, sources, and constraints on phenotypic variation among Hawaiian species, including both widespread and rare species, and to understand the role of this variation for ecological and evolutionary processes, which will further contribute to conservation of this unique biota. Today, Hawaiian forests are among the most threatened globally. Resource management failures - the proliferation of non-native species in particular - have led to devastating declines in native taxa and resulted in dominance by novel species assemblages. Conservation and restoration of Hawaiian forests now rely on managing threats including climate change, ongoing species introductions, novel pathogens, lost mutualists, and altered ecosystem dynamics through the use of diverse tools and strategies grounded in basic ecological, evolutionary, and biocultural principles. The future of Hawaiian forests thus depends on the synthesis of ecological and evolutionary research, which will continue to inform future conservation and restoration practices."
726,1.0,0.33709999918937683,"use, land, area, landscape, spatial, result, urban, model, method, development","Large-scale infrastructure development that accompanies global urban transformation threatens biodiversity and ecosystems around the world. Transportation infrastructure, in particular, uniquely affects landscape structure and connectivity. However, spatially explicit, quantitative analyses of change in habitat configuration due to multiple, linked transportation infrastructure are rare. Here, we analyze how a new airport and new highway system altered the spatial pattern of forest habitats to the north of the Istanbul metropolitan region in the context of two-decade-long landscape change. We carry out a land-change analysis from 2000 to 2019. We then analyze the changes in the spatial patterns of various forest habitat types across the metropolitan region, within and in the vicinity of the airport site, and in a key biodiversity area (KBA) that the new highway passes through. New transportation infrastructure significantly altered the forest habitats. Ten percent of all forest cover was lost, a quarter of which due to the new transportation development. Overall and within the KBA, respectively, core forest habitat decreased by 20% and 16%; the share of isolated, highly fragmented, and edge habitats within the remaining forest increased by 7% and 8%. On the European side of the metro area, the last remnants of the connectivity between the western and eastern sections of the forests were lost. The degradation of the forest landscape has implications for the endemic biodiversity and ecosystem services relied on by the metropolitan area. Our findings inform landscape strategies to arrest these degradation trends. Such strategies can succeed if ecological conservation is integrated into planning and current highly centralized governance structure is reformed."
727,2.0,0.7142999768257141,"specie, habitat, population, use, area, distribution, study, high, model, species","The Anatolian viper. Vipera anatolica Eiselt & Baran. 1970, is the rarest, critically endangered, and endemic species in the western Taurus Mountains. Antalya. Turkey. Here. we evaluated the current status, potential threats, and recommended necessary conservation measures for Anatolian meadow viper. We created some activities during the 5 year species conservation action plan implemented by the General Directorate of Nature Conservation and National Parks. We conducted 70-days extensive fieldworks between May and October 2016-2017 for determining the distribution, habitat characteristics, phenology, and population status of the species in the province of Antalya. We also interviewed locals and surveyed potential threats of Anatolian meadow viper. We detected only 10 specimens in the territory of the Ciglikara cedar forest reserve at altitudes between 1800 and 2300 m and only two specimens in the territory of Geyik Mountains at altitudes between 1600 and 1900 m. We determined the potential threats like habitat loss and degradation, quarry (especially for senliki subspecies), global climate change, illegal collecting, and willingly or accidentally killing of vipers. Major precautions to protect the species were determined as: (1) to establish protected habitat patches in the species' known distribution and to prohibit entrance and grazing activities, (2) to create alternative new habitats for reintroduction, (3) to plan long-term monitoring survey to obtain data on its ecology and population trends. (4) to start a captive breeding program. (5) to educate and raise awareness among locals to prevent illegal collecting, willingly or/and accidentally killing of specimens for the sustainability of Anatolian meadow viper."
